AcctNo,TOTALITEMS,PaidItems,ReturnedItems,ODLimit,ODStatus,ProdCode,BusinessFlag,AccountStatus,RegEValue,OpenDate,AvgColBal,DepositAmount,DepositCount,swipes,spend
3A92C65A6DC88261749CFD5ECA9C7946ADFEECE5,0,0,,0.00,0,0O,P,O,D,2015-04-13 00:00:00.000,28770,24538.83,1	0.00	0.00	0.00	0.00,0,0.00
F20871FE54358D1904C41EBD920B1D704BCF5AE7,0,0,,0.00,0,05,B,O,D,2021-01-19 00:00:00.000,159688,275563.79,2	0.00	0.00	0.00	0.00,4,1058.12
27F430CA855BCEFFB78E123A03F5F7B49489AC54,0,0,,200.00,0,0O,P,O,D,2021-04-05 00:00:00.000,12280,2629.47,4	0.00	0.00	0.00	0.00,19,311.61
86819274AECCD8E15BB99BA02824B84DA97E0D84,0,0,,200.00,0,0L,P,O,D,2022-07-08 00:00:00.000,937,3050.05,2	0.00	0.00	0.00	0.00,10,255.45
AAD537F14A9704928FE6E5446E2653783D25AA94,7,7,,400.00,0,0O,P,O,N,2022-07-01 00:00:00.000,1153,10474.37,27	210.00	0.00	0.00	0.00,53,2335.00
D412F81EE2A190F3B8B49DA16126B18401CDBE36,0,0,,1000.00,0,0O,P,O,N,2020-07-08 00:00:00.000,107395,47516.26,5	0.00	0.00	0.00	0.00,3,143.92
EBC9FA241FE824657C0565002A76ACB5524B57A2,0,0,,0.00,0,0W,P,O,N,2006-04-13 00:00:00.000,3345,1046.04,1	0.00	0.00	0.00	0.00,0,0.00
F820027F48B42A4F0BC607AAC80E325683436933,0,0,,700.00,0,0W,P,O,Y,2007-06-29 00:00:00.000,311,0.00,0	0.00	0.00	0.00	0.00,0,0.00
05D859F19C3686ED4E41CD2E05111DCDCB29D0B0,0,0,,200.00,0,0L,P,O,Y,2010-12-21 00:00:00.000,260,264.40,5	0.00	0.00	0.00	0.00,0,0.00
1CAA7E5BBAB6D0D93B479225456787BACF5A1981,0,0,,0.00,0,0B,P,O,D,2011-06-01 00:00:00.000,1779,0.00,0	0.00	0.00	0.00	0.00,0,0.00
BE9C0D336F6C488A5D498E34DE86615319DE05E0,0,0,,0.00,0,0O,P,O,D,2020-08-12 00:00:00.000,1327,7642.24,9	0.00	0.00	0.00	0.00,35,2331.67
F9F7BBE9F1E112800DD5F7DC92401C4F109BE65F,0,0,,0.00,0,0X,B,O,D,2024-10-02 00:00:00.000,295716,2146452.98,2	0.00	0.00	0.00	0.00,0,0.00
887411500A6C3EAD6B97839403064BECF030D114,0,0,,0.00,0,06,B,O,D,2014-04-03 00:00:00.000,61304,3338.18,4	0.00	0.00	0.00	0.00,0,0.00
3D8276D3CA155B4E80038540EF41975C0A1BAAB9,0,0,,0.00,0,0J,P,O,D,2023-04-18 00:00:00.000,12844,0.00,0	0.00	0.00	0.00	0.00,0,0.00
5FE83EF84089FD8872AE5EEE85420E216B6B474B,11,11,,0.00,0,0L,P,O,N,2019-05-01 00:00:00.000,184,625.00,2	270.00	150.00	30.00	0.00,0,0.00
96E13954E4130EE3F2FAD63B55C8105C728EE819,0,0,,0.00,0,05,B,O,D,2024-04-01 00:00:00.000,1556,1200.00,2	0.00	0.00	0.00	0.00,3,155.20
204048590E772C66853E897FC3685F77AB7780DB,1,1,,600.00,0,0L,P,O,N,2019-02-01 00:00:00.000,1155,2912.55,2	30.00	0.00	0.00	0.00,23,1774.19
F567ADDE7DCC3358BFBBF6841965467AF53A236B,0,0,,0.00,0,0C,P,O,D,1977-05-01 00:00:00.000,24272,3439.00,2	0.00	0.00	0.00	0.00,0,0.00
203B56663B41B20343C9453136A3FE18CCAC9EB7,0,0,,0.00,0,0C,P,O,D,1977-05-01 00:00:00.000,4769,1743.75,6	0.00	0.00	0.00	0.00,0,0.00
411001AE2759BC074DFA91C081CB60A5113B3F6E,0,0,,400.00,0,0J,P,O,D,2024-03-04 00:00:00.000,94052,1906.10,1	0.00	0.00	0.00	0.00,0,0.00
6535A25B4C31A3488E2EEEC51DD7881402CBD7A3,0,0,,1000.00,0,0J,P,O,Y,2022-06-09 00:00:00.000,12040,5989.28,4	0.00	0.00	0.00	0.00,23,2281.91
A868C6CEEE89F983F3BE6FACD8E0F02FA40AAE1E,0,0,,1000.00,0,0O,P,O,D,2014-09-22 00:00:00.000,14977,13744.68,12	0.00	0.00	0.00	0.00,22,1162.12
B695C9ECFD5843B060E918AD4CEC356916CADD93,0,0,,0.00,0,0O,P,O,D,2025-09-02 00:00:00.000,37,469.61,11	0.00	0.00	0.00	0.00,41,452.15
3807DE815BB083C1FB9B9ECF764B5ADBDB3CC9DE,0,0,,400.00,0,0L,P,O,N,2017-04-24 00:00:00.000,2416,12250.00,6	0.00	0.00	0.00	0.00,1,53.67
7709F47AF5A56CBE5F319D284DE1D26FF34C7DD9,0,0,,0.00,0,0D,P,O,N,2005-06-17 00:00:00.000,1165,2119.00,3	0.00	0.00	0.00	0.00,2,60.08
85267B69764A6ADD11EE2431BFD23FCF11959A6F,0,0,,700.00,0,0O,P,O,Y,2005-07-20 00:00:00.000,7746,8129.56,5	0.00	0.00	0.00	0.00,43,1718.94
B207975113A4EB51EF5C7AE7129B6998C7C97247,0,0,,700.00,0,0W,P,O,D,2006-01-12 00:00:00.000,1776,0.00,0	0.00	0.00	0.00	0.00,0,0.00
709F18133A982E174057EC72F267477996DD0CFA,0,0,,0.00,0,0J,P,O,N,2004-06-07 00:00:00.000,11866,8465.11,11	0.00	0.00	0.00	0.00,11,1132.59
528E8CF6642B3A37D1AB98D45AFF06A4B3AD67E8,0,0,,0.00,0,0O,P,O,D,2024-04-15 00:00:00.000,381,1955.06,3	0.00	0.00	0.00	0.00,38,1337.34
139AB6E4FDC6B85702B61ECBA709BE55CEB6DCE9,0,0,,700.00,0,0L,P,O,Y,2025-08-21 00:00:00.000,450,5623.25,7	0.00	0.00	0.00	0.00,51,2973.25
246E188775F04C5C2A4675C4CADA271FDD21D586,0,0,,200.00,0,0O,P,O,N,2022-07-11 00:00:00.000,231,2069.04,20	0.00	0.00	0.00	0.00,36,796.68
5181A9F132E6EDDDBAEA22D711641D7D24A74637,0,0,,700.00,0,0J,P,O,N,1977-05-01 00:00:00.000,13395,5400.00,3	0.00	0.00	0.00	0.00,3,86.15
94ED1D282ADBC978FE09EA5DFA7213E8E99C031B,0,0,,1000.00,0,0J,P,O,N,2024-10-30 00:00:00.000,46194,0.00,0	0.00	0.00	0.00	0.00,0,0.00
D2242AC8941F75DC0D7CB2753B31CB7B304D5135,0,0,,1000.00,0,05,B,O,N,2022-12-13 00:00:00.000,22652,10793.16,20	0.00	0.00	0.00	0.00,31,3882.06
DFD919AB5A741AA4784F623CBF771ACDB1BADC93,0,0,,1000.00,0,0L,P,O,D,2025-10-08 00:00:00.000,119,4158.17,1	0.00	0.00	0.00	0.00,40,3581.62
BD17DC710B66BEB80DA8730E7755C7CEC1531FA5,1,1,,0.00,0,0L,P,O,D,2008-01-30 00:00:00.000,3728,159554.19,11	30.00	0.00	0.00	0.00,0,0.00
5BC6F6B0107C11F85B29040678DEC165BB2F989C,0,0,,200.00,0,0O,P,O,D,2018-06-01 00:00:00.000,924,1375.00,5	0.00	0.00	0.00	0.00,0,0.00
A275802D998CABFFC671DEFBD0B1AA9EAC82C9FD,0,0,,0.00,0,05,B,O,D,2021-02-11 00:00:00.000,164,0.00,0	0.00	0.00	0.00	0.00,0,0.00
DB70348EAC0D0103971894AAB694FF653E909B7D,1,1,,400.00,0,0L,P,O,D,2025-03-04 00:00:00.000,36,986.27,41	30.00	0.00	0.00	0.00,17,323.62
F756D5CA9412BA182AAE6C0AB6C2434510EB50AF,0,0,,1000.00,0,0J,P,O,N,2016-12-22 00:00:00.000,59272,14036.46,8	0.00	0.00	0.00	0.00,0,0.00
9B1B9F3AFA0905D4106C06851015F96A85651A52,0,0,,0.00,0,07,P,O,D,2015-10-27 00:00:00.000,153335,7500.00,1	0.00	0.00	0.00	0.00,0,0.00
9FDCC98FEC445AE8883B9FB928AB8776DF90A729,0,0,,400.00,0,0O,P,O,D,2022-02-08 00:00:00.000,141,2752.68,20	0.00	0.00	0.00	0.00,72,2027.42
0B1ED0E75C9D37A779AEFD9C0FD4329B4AAA8662,0,0,,0.00,0,H1,P,O,D,2018-08-23 00:00:00.000,4130,0.00,0	0.00	0.00	0.00	0.00,0,0.00
0C947AC56F6E8C1F3CF83081221419AB17BB6C1A,0,0,,0.00,0,H1,P,O,D,2022-08-05 00:00:00.000,1118,550.00,3	0.00	0.00	0.00	0.00,1,11.30
88F98CEDE4D36ED3F5DDDC4240B08A99081322F7,0,0,,200.00,0,0O,P,O,D,2023-02-14 00:00:00.000,563,1319.12,6	0.00	0.00	0.00	0.00,0,0.00
640BFDB0A70FC5EC13BBA76709CED738DD0780DB,0,0,,200.00,0,0O,P,O,N,2013-07-15 00:00:00.000,12533,2767.55,4	0.00	0.00	0.00	0.00,18,712.67
D996EB0B695FB826109AD6AA4F859E49003D36C7,0,0,,0.00,0,05,B,O,D,2021-01-05 00:00:00.000,866,0.00,0	0.00	0.00	0.00	0.00,0,0.00
5DC4FEDA18D5CAB1DB20B412643F75335522BB4F,0,0,,700.00,0,0L,P,O,Y,1993-04-21 00:00:00.000,1736,1816.67,3	0.00	0.00	0.00	0.00,5,156.93
1039CBFCEC44B79A03FFEDD5892D72B5D6C92AE5,0,0,,700.00,0,0O,P,O,D,1977-11-01 00:00:00.000,2434,1720.13,2	0.00	0.00	0.00	0.00,0,0.00
A9E9585BF7783AAE324925719A49CFB6A3435D15,9,9,,700.00,0,0O,P,O,Y,1987-04-03 00:00:00.000,632,4079.19,3	270.00	0.00	0.00	0.00,12,980.04
04EF360B3E61932E54AF20E17960B1B14537B120,0,0,,200.00,0,0O,P,O,N,2011-05-04 00:00:00.000,6578,1224.00,1	0.00	0.00	0.00	0.00,3,124.80
7D3750DCE7C31FFEB4DE7C5DDAA1C38C5E730327,0,0,,0.00,0,0O,P,O,D,2024-03-07 00:00:00.000,321,300.00,1	0.00	0.00	0.00	0.00,8,342.50
E93FC73412E072CD5DD731471088C2DF12DFC1DB,0,0,,0.00,0,05,B,O,N,2026-01-16 00:00:00.000,430,17097.64,15	0.00	0.00	0.00	0.00,0,0.00
A6C0893983225751BFE89CE7AE654ECFD71999DC,0,0,,0.00,0,05,B,O,D,2018-02-16 00:00:00.000,365,2000.00,1	0.00	0.00	0.00	0.00,0,0.00
773665DEDE5AE7C71D7D090A123B876F390FB53A,0,0,,1000.00,0,0O,P,O,D,2021-06-28 00:00:00.000,5864,0.00,0	0.00	0.00	0.00	0.00,0,0.00
A2D94BE099D08D4BF8CF83D374CB690E7E1233B8,1,1,,0.00,0,0L,P,O,N,2011-02-18 00:00:00.000,282,611.00,4	30.00	0.00	0.00	0.00,3,42.66
95E1A3A9F3476B5468E518FB29A1E1068CBF4B92,2,2,,0.00,0,0L,P,O,N,2008-04-07 00:00:00.000,743,5844.63,14	120.00	60.00	0.00	0.00,39,4492.86
26D30ACC195BE6CACED355DF56F346E4E73B6CE7,0,0,,200.00,0,0O,P,O,Y,2008-06-16 00:00:00.000,950,2600.00,3	0.00	0.00	0.00	0.00,19,1927.74
10221DCF11C41BEDBE887D58DB8A1473435AF6EC,0,0,,0.00,0,0O,P,O,D,2025-07-25 00:00:00.000,1024,0.00,0	0.00	0.00	0.00	0.00,0,0.00
A008B72423333689105835993D70B686BD2CD30D,2,2,,200.00,0,0L,P,O,Y,2014-02-25 00:00:00.000,236,1224.48,5	90.00	0.00	0.00	0.00,32,894.31
3B088AC4E43DE6BDBACEA96694FF53417AEAF235,0,0,,1000.00,0,0J,P,O,D,2016-10-31 00:00:00.000,59449,8340.89,3	0.00	0.00	0.00	0.00,72,3037.60
C06E761F0458B64876683B1653C906DDC7A34486,0,0,,400.00,0,0O,P,O,N,2021-03-29 00:00:00.000,895,2333.49,6	0.00	0.00	0.00	0.00,33,506.18
7BEBDD0F82029B10F51DC459A5B0AE44F0AE864D,0,0,,0.00,0,0Y,P,O,D,1977-05-01 00:00:00.000,112527,0.00,0	0.00	0.00	0.00	0.00,0,0.00
26746F3AB9E1B05F670C9B2A35DED888A9B21FCB,0,0,,0.00,0,0O,P,O,N,2007-11-21 00:00:00.000,1482,11328.81,6	0.00	0.00	0.00	0.00,29,1021.89
828DD7B882C6CA9DFE25B4AB55287E883D1F1C0F,2,2,,0.00,0,0O,P,O,D,2004-03-23 00:00:00.000,19,320.00,2	60.00	0.00	0.00	30.00,0,0.00
C4BBB12DBB636EC6CFA2D8B1CECEFF0B04246EE1,1,1,,700.00,0,0L,P,O,D,2003-10-17 00:00:00.000,3731,91315.00,9	30.00	0.00	0.00	0.00,0,0.00
871EBA87D4600DFC49C146FC663659AF0138B5F2,0,0,,0.00,0,0O,P,O,N,1996-06-25 00:00:00.000,2311,4652.07,2	0.00	0.00	0.00	0.00,0,0.00
DE46296D7C6761DCC6FF1E850DD25AB05CB7C3E4,0,0,,0.00,0,0L,P,O,D,2023-02-21 00:00:00.000,791,3918.59,7	0.00	0.00	0.00	0.00,12,700.52
EEBD26575EBA8E7FF878FC35C5C0E9B7E2DD2787,0,0,,200.00,0,0L,P,O,Y,2018-02-22 00:00:00.000,1513,3624.03,3	0.00	0.00	0.00	0.00,45,2888.76
27228E39FE786CD96BB97D05912016ABFCD0CC3C,0,0,,1000.00,0,0O,P,O,D,2025-06-12 00:00:00.000,2750,0.00,0	0.00	0.00	0.00	0.00,0,0.00
2FCAC7BC719DFEBACD07C15320EF081CFC6E880A,0,0,,0.00,0,06,B,O,D,2018-06-19 00:00:00.000,29451,87845.48,21	0.00	0.00	0.00	0.00,1,763.00
03845E19274A8DD835D78E4C1954622F64A733E6,0,0,,0.00,0,H1,P,O,D,2019-06-07 00:00:00.000,0,0.00,0	0.00	0.00	0.00	0.00,0,0.00
FB4CB22009B97BF99DD54EC539796717969FDA4E,0,0,,200.00,0,0O,P,O,N,2020-08-27 00:00:00.000,649,2516.17,14	0.00	0.00	0.00	0.00,40,1975.75
1220CBCD4FE75495987298C74E5EC7F5204B5431,27,27,,0.00,0,0O,P,O,D,2012-09-24 00:00:00.000,1204,26160.86,3	780.00	270.00	90.00	0.00,48,2524.99
46B8B2449583F67B780B4F8E1105E81312F89E7C,0,0,,700.00,0,0W,P,O,Y,1997-11-20 00:00:00.000,11458,2219.68,1	0.00	0.00	0.00	0.00,0,0.00
A3F0F7BB2A88FFB8911F247926B28FE748999371,0,0,,0.00,0,05,B,O,D,2013-03-12 00:00:00.000,4504,0.00,0	0.00	0.00	0.00	0.00,0,0.00
32A42390086FB99A7830A8B414C9F20CF9CD3966,0,0,,0.00,0,05,B,O,D,2012-09-14 00:00:00.000,4071,0.00,0	0.00	0.00	0.00	0.00,0,0.00
AD576793A2A4CE47D68AA14F6E54FD7E5F680932,0,0,,700.00,0,0O,P,O,N,2005-07-22 00:00:00.000,46311,6704.46,3	0.00	0.00	0.00	0.00,0,0.00
04CF721A3AC603412C660A89428776661D1E0FA6,0,0,,0.00,0,0W,P,O,D,2006-09-14 00:00:00.000,8761,6143.42,2	0.00	0.00	0.00	0.00,0,0.00
70AB61BE83B4F519B0F80D47CBCD007EBAAEBAF0,0,0,,0.00,0,0O,P,O,D,2024-08-22 00:00:00.000,10073,0.00,0	0.00	0.00	0.00	0.00,0,0.00
446D102B3333F169DB70834FD01DF3657B8A5FB4,2,2,,1000.00,0,0L,P,O,N,2023-11-29 00:00:00.000,3907,708.60,4	60.00	0.00	0.00	0.00,60,10846.78
F43680D6CF442706B67EC61D6C78E55DE50C3C08,0,0,,1000.00,0,0J,P,O,N,2024-06-27 00:00:00.000,32040,2437.00,1	0.00	0.00	0.00	0.00,0,0.00
0FC54AEF24833C94E194A83B89D5C24564346195,0,0,,0.00,0,05,B,O,D,2020-01-22 00:00:00.000,59696,0.00,0	0.00	0.00	0.00	0.00,0,0.00
BAFABEB8008EB967B3C850A12B802F2EC6AC397E,0,0,,700.00,0,0W,P,O,Y,2008-03-25 00:00:00.000,1268,1500.00,1	0.00	0.00	0.00	0.00,2,109.03
9A407EB45318D279FF4E60CB5CA77537798CD617,0,0,,0.00,0,0C,B,O,D,2002-05-06 00:00:00.000,57488,1610.00,5	0.00	0.00	0.00	0.00,0,0.00
DACB885AABCF15AAC665140FC71BAF819FB3F103,0,0,,0.00,0,0C,P,O,D,2002-04-25 00:00:00.000,73053,175.00,3	0.00	0.00	0.00	0.00,1,10.08
C2EF2DA3C563BC0CA834DAD0774C6DCD126D3315,0,0,,200.00,0,0L,P,O,N,2019-01-02 00:00:00.000,1146,2150.00,3	0.00	0.00	0.00	0.00,0,0.00
68B098EB0DC9A4CF3574656DA58EEC9E7D86D354,4,4,,0.00,0,0C,P,O,D,2006-03-21 00:00:00.000,41898,38346.34,29	120.00	0.00	0.00	0.00,19,4265.31
3B9D5B738BE33EB7080DD00D12FD101903F7BF17,0,0,,700.00,0,0W,P,O,D,2009-08-25 00:00:00.000,38744,2828.30,2	0.00	0.00	0.00	0.00,10,868.09
2FEA5EC9D5E5B6590A5F897C75DDB64AAE58C681,0,0,,1000.00,0,0J,P,O,D,2025-02-21 00:00:00.000,120055,153008.22,1	0.00	0.00	0.00	0.00,1,312.29
61CC315935AB1AE87C38C146E412AC606657D8CB,2,2,,200.00,0,0L,P,O,Y,2013-12-06 00:00:00.000,1505,7682.47,12	30.00	0.00	30.00	0.00,81,3289.24
CDDB41C20EDD3F87E27EE92542E5DE61A8F900C3,0,0,,1000.00,0,0O,P,O,D,2021-06-15 00:00:00.000,2159,1180.85,3	0.00	0.00	0.00	0.00,24,826.58
75303482B513ADC1A07F49EA15FCBB279252A1CA,1,1,,0.00,0,0L,P,O,D,2006-05-18 00:00:00.000,874,2334.00,8	60.00	0.00	0.00	0.00,13,388.03
E9A76ED614C5C7BDEA53FE7F28DBB0E240E934CD,0,0,,0.00,0,0O,P,X,D,2014-05-06 00:00:00.000,0,0.00,0	0.00	0.00	0.00	0.00,0,0.00
02C3BE2364BA98979CBF1C6B25D0E972EA178DAC,0,0,,0.00,0,TB,B,O,D,2021-06-07 00:00:00.000,53272,106499.60,6	0.00	0.00	0.00	0.00,0,0.00
1B8715D1F7DF67B7177FD4F90406A61FE14F1DFD,0,0,,0.00,0,0K,B,O,D,2018-06-26 00:00:00.000,0,275378.75,21	0.00	0.00	0.00	0.00,0,0.00
30316FE5E52CB9893C2680F034DC153BB35A25FD,0,0,,1000.00,0,0O,P,O,N,2025-08-04 00:00:00.000,2176,8403.40,7	0.00	0.00	0.00	0.00,23,653.77
02D0A36CE4733B1B70547B6AF302897928D9E670,0,0,,200.00,0,0O,P,O,D,2023-06-08 00:00:00.000,5466,1589.18,2	0.00	0.00	0.00	0.00,72,1903.79
93C946406E9926CDD7C5306B0F76E07BA2BB98DA,0,0,,0.00,0,05,B,O,D,2023-02-10 00:00:00.000,2120,0.00,0	0.00	0.00	0.00	0.00,3,308.00
07E71ACBBA496735E6A4E2352A89D75AD666468C,0,0,,0.00,0,05,B,O,D,2013-07-30 00:00:00.000,42299,28286.21,2	0.00	0.00	0.00	0.00,0,0.00
59C556224FBD8E6E3D4D4DA3EAA50CBAB6817768,0,0,,0.00,0,05,B,O,D,2013-04-19 00:00:00.000,24391,9984.83,15	0.00	0.00	0.00	0.00,0,0.00
5523F11D59CA1D201DE995780C6A859F7F290526,0,0,,0.00,0,05,B,O,D,2012-09-26 00:00:00.000,274,0.00,0	0.00	0.00	0.00	0.00,0,0.00
EFCEACDF8FCF24ADDE1B968B11F65FE0F0802E64,13,13,,0.00,0,06,B,X,D,2013-01-28 00:00:00.000,1608,0.00,0	0.00	0.00	0.00	0.00,0,0.00
2B87792188118E5C648436AF1C9B4F175BF27DC5,0,0,,700.00,0,0J,P,O,Y,2002-11-26 00:00:00.000,33044,3121.61,2	0.00	0.00	0.00	0.00,0,0.00
DCE074A4A34AA3666CB0E71372B152C82C2460BB,0,0,,0.00,0,0O,P,O,D,2007-04-11 00:00:00.000,2969,6198.76,2	0.00	0.00	0.00	0.00,0,0.00
BC2921419E33ED81BB706DE6DB09FEAEAE686038,0,0,,700.00,0,0J,P,O,D,2007-10-04 00:00:00.000,18875,11967.33,4	0.00	0.00	0.00	0.00,0,0.00
68AB759EDA35310A771E5D05F300D5CEE459AAE4,0,0,,0.00,0,0J,P,O,D,2009-01-23 00:00:00.000,54778,18849.01,2	0.00	0.00	0.00	0.00,0,0.00
F2D2A4F01190DCC1C408E901FA078612C3E627C1,0,0,,700.00,0,0J,P,O,D,2008-12-08 00:00:00.000,3392,5000.00,1	0.00	0.00	0.00	0.00,0,0.00
FE8065FC5D2B927B438BEF1D7B491076EAD9AB93,0,0,,0.00,0,0O,P,O,N,2010-06-01 00:00:00.000,2798,10315.28,2	0.00	0.00	0.00	0.00,1,306.59
E31BE0188E864FC3D8F1F322721F0C2463603F1A,0,0,,0.00,0,0J,P,O,N,2010-10-19 00:00:00.000,16088,4210.00,9	0.00	0.00	0.00	0.00,0,0.00
00F9AD1210BF56B7D176BF63B6160C3834BAF866,0,0,,700.00,0,0O,P,O,N,2011-07-25 00:00:00.000,8989,3703.56,4	0.00	0.00	0.00	0.00,3,119.95
AF8CD2E7E3BD45E991633E476775AA05C5ADCD63,0,0,,0.00,0,0A,P,O,D,2000-06-12 00:00:00.000,47053,833.44,1	0.00	0.00	0.00	0.00,0,0.00
4C11EC1A7AAD05C1F6BDF016A43DC53C663334C8,0,0,,0.00,0,0B,B,O,D,2000-09-08 00:00:00.000,13680,0.00,0	0.00	0.00	0.00	0.00,0,0.00
2F251508C09E45FA8BD107B30E50DCD54F89A76D,0,0,,1000.00,0,0D,B,O,N,2001-02-02 00:00:00.000,755,0.00,0	0.00	0.00	0.00	0.00,0,0.00
D1DFAFCDD41313D5140CF95DA22C5E51A59D2CD1,0,0,,0.00,0,0J,P,O,D,1994-02-23 00:00:00.000,1504,1544.58,2	0.00	0.00	0.00	0.00,13,526.44
A62F763ADEF518391EFDB0B9C19405EEA04BF157,0,0,,0.00,0,05,B,O,D,2025-09-26 00:00:00.000,515,0.00,0	0.00	0.00	0.00	0.00,0,0.00
0A228A38372B9BD5FAB2696E4817835750612491,1,1,,0.00,0,0O,P,X,D,2014-04-29 00:00:00.000,0,0.00,0	0.00	0.00	0.00	0.00,0,0.00
3DECE5AF22096EB073A653FE1A249D6E4F5B2E84,15,15,,0.00,0,0O,P,X,N,2008-03-04 00:00:00.000,129,0.00,0	0.00	0.00	0.00	0.00,0,0.00
E01C1347C9062C91549480AD82344C9873858EE5,0,0,,0.00,0,0J,P,O,D,2008-05-28 00:00:00.000,35305,1130.85,1	0.00	0.00	0.00	0.00,8,244.17
4AFC41231993D89FF5A777949CCE356B150D348B,1,1,,0.00,0,0L,P,X,N,2009-03-10 00:00:00.000,51,0.00,0	0.00	0.00	0.00	0.00,0,0.00
A00273F5CC11002D87B60434265BA0730D7A68B3,0,0,,200.00,0,0L,P,O,D,2025-04-24 00:00:00.000,332,0.00,0	0.00	0.00	0.00	0.00,3,182.17
41A66B755BDFA00DA620A816D1628AFB703D5759,0,0,,0.00,0,0K,B,O,D,2018-12-13 00:00:00.000,436376,1112773.75,10	0.00	0.00	0.00	0.00,0,0.00
E02F53171032ED7A902F0EA50A50873F73BD052D,0,0,,0.00,0,0K,B,O,D,2023-03-01 00:00:00.000,1994,0.00,0	0.00	0.00	0.00	0.00,0,0.00
B66A333D512AA5B966651005EFE55DEF2C475384,19,19,,0.00,0,05,B,X,D,2019-07-23 00:00:00.000,266,0.00,0	0.00	0.00	0.00	0.00,0,0.00
370E0E827BB1D4FD746CE9B242FC38A20B66CFF3,0,0,,1000.00,0,0J,P,O,D,2022-09-02 00:00:00.000,9157,5344.93,10	0.00	0.00	0.00	0.00,22,3263.47
06BCEDCB323F1FE48BCC007D32405B16FE2B05FD,1,1,,200.00,0,0J,P,O,N,2020-05-01 00:00:00.000,349,3400.51,11	0.00	0.00	30.00	0.00,44,1758.59
B1FC985BF562FDA0E2548C8E7448B1AAF74ACC24,0,0,,200.00,0,0O,P,O,D,2016-04-19 00:00:00.000,841,2965.69,9	0.00	0.00	0.00	0.00,18,863.12
51AEF0D961A1DC0801604EDD0751100D4C980346,0,0,,0.00,0,0J,P,O,D,2000-05-31 00:00:00.000,21306,16000.00,1	0.00	0.00	0.00	0.00,0,0.00
E740AC7ED895FDC684D1E1AE5B384CBB012D4F98,0,0,,700.00,0,0W,P,O,Y,1977-05-01 00:00:00.000,2537,4360.89,2	0.00	0.00	0.00	0.00,0,0.00
2C6F893AAEBB64F003637A60E13036922F3FBE46,0,0,,0.00,0,0J,P,O,D,1979-06-12 00:00:00.000,314491,2889.00,2	0.00	0.00	0.00	0.00,0,0.00
047358A086EA28AEF2109B3328ACC629B0307FC2,0,0,,700.00,0,0J,P,O,Y,2001-06-11 00:00:00.000,131927,9045.49,2	0.00	0.00	0.00	0.00,15,846.69
A91510EB170660805E24E70745C81A033B994237,0,0,,0.00,0,0W,P,O,D,1977-05-01 00:00:00.000,11626,0.00,0	0.00	0.00	0.00	0.00,0,0.00
501316D4B087948636F435D94B28F610ED9C4F3F,0,0,,0.00,0,0L,P,O,D,1998-04-29 00:00:00.000,453,2238.86,9	0.00	0.00	0.00	0.00,53,757.93
F516C9C906B8BC8BC177138D2DE2D625E33128E8,0,0,,200.00,0,0L,P,O,N,2012-07-09 00:00:00.000,962,2491.28,2	0.00	0.00	0.00	0.00,12,3870.04
D5B41621E93A37AAF15EC52561B9B0998E0D8921,0,0,,200.00,0,0J,P,O,Y,2016-12-05 00:00:00.000,7481,7375.34,3	0.00	0.00	0.00	0.00,80,2137.40
48D474F373675007F1923D030875C494F4F3AB7D,0,0,,0.00,0,0O,P,O,N,2010-12-13 00:00:00.000,1386,4052.00,10	30.00	0.00	0.00	0.00,46,2245.10
4955C6C915CBCED46C3D22860E2065B2DF286D81,0,0,,700.00,0,0W,P,O,D,1990-10-29 00:00:00.000,4000,3004.29,2	0.00	0.00	0.00	0.00,0,0.00
30A0442B87A3985E847869AF584C2795A1A09961,0,0,,0.00,0,0X,B,O,D,1999-08-20 00:00:00.000,534104,2580961.61,89	0.00	0.00	0.00	0.00,0,0.00
91561FB97C00CEEE02AFAD1B788451E888843867,0,0,,700.00,0,0J,P,O,Y,1999-06-07 00:00:00.000,34585,9638.60,6	0.00	0.00	0.00	0.00,22,1827.73
737C6B387A4BCF297F7332D04628EF1E822E8310,0,0,,700.00,0,0W,P,O,D,1975-04-29 00:00:00.000,18649,46570.77,6	0.00	0.00	0.00	0.00,0,0.00
4BF5FE4F9F5823081EC670D3EE9C772A7AC2C598,0,0,,700.00,0,0L,P,O,N,2009-02-11 00:00:00.000,1755,3235.22,3	0.00	0.00	0.00	0.00,34,2517.47
F2381E0873061489E0D92A57E8928A1F4ECBD043,0,0,,700.00,0,0O,P,O,Y,2009-04-07 00:00:00.000,1388,8847.91,4	0.00	0.00	0.00	0.00,35,1406.39
24F2866263BB76BD8672AE0BD71E88417B973705,0,0,,0.00,0,0O,P,O,D,2025-12-11 00:00:00.000,6928,12860.77,5	0.00	0.00	0.00	0.00,0,0.00
CC4702050D41913D5A65F38DF252280E191E2D7B,24,24,,0.00,0,0O,P,X,N,2017-04-24 00:00:00.000,22,0.00,0	0.00	0.00	0.00	0.00,0,0.00
00C1991485A33A45AF6DF53EFEA49E979E4F0099,0,0,,0.00,0,0X,B,O,D,2023-08-24 00:00:00.000,485498,112997.67,3	0.00	0.00	0.00	0.00,0,0.00
B5E1BE2CBCA8CA16F7E1D67F86474EED58ACD3BC,0,0,,0.00,0,H1,P,O,D,2026-01-21 00:00:00.000,0,0.00,0	0.00	0.00	0.00	0.00,0,0.00
